stars,name,full_name,html_url,description,relevant
37974,MPAndroidChart,PhilJay/MPAndroidChart,https://github.com/PhilJay/MPAndroidChart,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.",y
37964,awesome-remote-job,lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,A curated list of awesome remote jobs and resources. Inspired by https://github.com/vinta/awesome-python,n
37956,slidev,slidevjs/slidev,https://github.com/slidevjs/slidev,Presentation Slides for Developers,n
37947,fd,sharkdp/fd,https://github.com/sharkdp/fd,"A simple, fast and user-friendly alternative to 'find'",y
37944,curl,curl/curl,https://github.com/curl/curl,"A command line tool and library for transferring data with URL syntax, supporting DICT, FILE, FTP, FTPS, GOPHER, GOPHERS, HTTP, HTTPS, IMAP, IMAPS, LDAP, LDAPS, MQTT, POP3, POP3S, RTMP, RTMPS, RTSP, SCP, SFTP, SMB, SMBS, SMTP, SMTPS, TELNET, TFTP, WS and WSS. libcurl offers a myriad of powerful features",y
37921,phaser,phaserjs/phaser,https://github.com/phaserjs/phaser,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",y
37916,GitHubDaily,GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,"坚持分享 GitHub 上高质量、有趣实用的开源技术教程、开发者工具、编程网站、技术资讯。A list cool, interesting projects of GitHub.",n
37866,quivr,QuivrHQ/quivr,https://github.com/QuivrHQ/quivr,"Opiniated RAG for integrating GenAI in your apps 🧠   Focus on your product rather than the RAG. Easy integration in existing products with customisation!  Any LLM: GPT4, Groq, Llama. Any Vectorstore: PGVector, Faiss. Any Files. Anyway you want. ",y
37845,impress.js,impress/impress.js,https://github.com/impress/impress.js,It's a presentation framework based on the power of CSS3 transforms and transitions in modern browsers and inspired by the idea behind prezi.com.,y
37827,bark,suno-ai/bark,https://github.com/suno-ai/bark,🔊 Text-Prompted Generative Audio Model,u
37787,zod,colinhacks/zod,https://github.com/colinhacks/zod,TypeScript-first schema validation with static type inference,y
37722,Summer2025-Internships,SimplifyJobs/Summer2025-Internships,https://github.com/SimplifyJobs/Summer2025-Internships,Collection of Summer 2025 tech internships!,n
37628,jsoncrack.com,AykutSarac/jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,"✨ Innovative and open-source visualization application that transforms various data formats, such as JSON, YAML, XML, CSV and more, into interactive graphs.",y
37622,leveldb,google/leveldb,https://github.com/google/leveldb,LevelDB is a fast key-value storage library written at Google that provides an ordered mapping from string keys to string values.,y
37613,aria2,aria2/aria2,https://github.com/aria2/aria2,"aria2 is a lightweight multi-protocol & multi-source, cross platform download utility operated in command-line. It supports HTTP/HTTPS, FTP, SFTP, BitTorrent and Metalink.",y
37595,helix,helix-editor/helix,https://github.com/helix-editor/helix,A post-modern modal text editor.,y
37556,AI-For-Beginners,microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,"12 Weeks, 24 Lessons, AI for All!",n
37533,free,freefq/free,https://github.com/freefq/free,翻墙、免费翻墙、免费科学上网、免费节点、免费梯子、免费ss/v2ray/trojan节点、蓝灯、谷歌商店、翻墙梯子,n
37479,preact,preactjs/preact,https://github.com/preactjs/preact,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,y
37451,tmux,tmux/tmux,https://github.com/tmux/tmux,tmux source code,y
37430,pandoc,jgm/pandoc,https://github.com/jgm/pandoc,Universal markup converter,y
37393,photoprism,photoprism/photoprism,https://github.com/photoprism/photoprism,AI-Powered Photos App for the Decentralized Web 🌈💎✨,y
37384,shellcheck,koalaman/shellcheck,https://github.com/koalaman/shellcheck,"ShellCheck, a static analysis tool for shell scripts",y
37345,Open-Assistant,LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",y
37292,freecodecamp.cn,FreeCodeCampChina/freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,FCC China open source codebase and curriculum. Learn to code and help nonprofits.,n
37287,trpc,trpc/trpc,https://github.com/trpc/trpc,🧙‍♀️  Move Fast and Break Nothing. End-to-end typesafe APIs made easy.,y
37184,python-cheatsheet,gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,Comprehensive Python Cheatsheet,n
37147,Files,files-community/Files,https://github.com/files-community/Files,A modern file manager that helps users organize their files and folders.,y
37147,tutorials,eugenp/tutorials,https://github.com/eugenp/tutorials,Getting Started with Spring Boot 3:,n
37114,ant-design-pro,ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,y
37094,ray,ray-project/ray,https://github.com/ray-project/ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,y
36994,appsmith,appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,"Platform to build admin panels, internal tools, and dashboards. Integrates with 25+ databases and any API.",y
36950,novu,novuhq/novu,https://github.com/novuhq/novu,"The open-source notification Inbox infrastructure. E-mail, SMS, Push and Slack Integrations.",y
36938,upscayl,upscayl/upscayl,https://github.com/upscayl/upscayl,"🆙 Upscayl - #1 Free and Open Source AI Image Upscaler for Linux, MacOS and Windows.",y
36899,interview_internal_reference,0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,2023年最新总结，阿里，腾讯，百度，美团，头条等技术面试题目，以及答案，专家出题人分析汇总。,n
36867,istio,istio/istio,https://github.com/istio/istio,"Connect, secure, control, and observe services.",y
36859,daisyui,saadeghi/daisyui,https://github.com/saadeghi/daisyui,"🌼 🌼 🌼 🌼 🌼  The most popular, free and open-source Tailwind CSS component library",y
36805,RSSHub,DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,🧡 Everything is RSSible,y
36802,chatgpt-on-wechat,zhayujie/chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat,基于大模型搭建的聊天机器人，同时支持 微信公众号、企业微信应用、飞书、钉钉 等接入，可选择GPT4.1/GPT-4o/GPT-o1/ DeepSeek/Claude/文心一言/讯飞星火/通义千问/ Gemini/GLM-4/Kimi/LinkAI，能处理文本、语音和图片，访问操作系统和互联网，支持基于自有知识库进行定制企业智能客服。,y
36727,GFPGAN,TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,GFPGAN aims at developing Practical Algorithms for Real-world Face Restoration.,y
36699,docs,inkonchain/docs,https://github.com/inkonchain/docs,Ink Documentation,y
36657,node,inkonchain/node,https://github.com/inkonchain/node,How to run an Ink Node,y
36615,aspnetcore,dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,"ASP.NET Core is a cross-platform .NET framework for building modern cloud-based web applications on Windows, Mac, or Linux.",y
36557,ink-kit,inkonchain/ink-kit,https://github.com/inkonchain/ink-kit,"Onchain-focused SDK with ready-to-use templates, themes, and magical animated components ✨",y
36550,logseq,logseq/logseq,https://github.com/logseq/logseq,"A privacy-first, open-source platform for knowledge management and collaboration. Download link:  http://github.com/logseq/logseq/releases. roadmap: http://trello.com/b/8txSM12G/roadmap",y
36531,tesseract.js,naptha/tesseract.js,https://github.com/naptha/tesseract.js,Pure Javascript OCR for more than 100 Languages 📖🎉🖥,y
36477,taro,NervJS/taro,https://github.com/NervJS/taro,开放式跨端跨框架解决方案，支持使用 React/Vue/Nerv 等框架来开发微信/京东/百度/支付宝/字节跳动/ QQ 小程序/H5/React Native 等应用。  https://taro.zone/,y
36454,JavaFamily,AobingJava/JavaFamily,https://github.com/AobingJava/JavaFamily,【Java面试+Java学习指南】 一份涵盖大部分Java程序员所需要掌握的核心知识。,n
36443,fiber,gofiber/fiber,https://github.com/gofiber/fiber,⚡️ Express inspired web framework written in Go,y
36420,deeplearningbook-chinese,exacity/deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,Deep Learning Book Chinese Translation,n
