project_name,total_contributors,num_core_contributors,num_config_contributors,num_config_core,num_config_non_core,pct_config_are_core,total_config_commits,config_commits_by_core,config_commits_by_non_core,pct_config_commits_by_core
drizzle-orm,127,6,45,6,39,13.333333333333334,1327,1174,153,88.47023360964582
druid,319,4,75,4,71,5.333333333333334,887,714,173,80.49605411499437
dspy,341,29,95,28,67,29.47368421052631,821,689,132,83.92204628501827
dub,90,2,27,2,25,7.4074074074074066,2395,2225,170,92.90187891440502
dubbo,620,39,167,39,128,23.353293413173652,2093,1869,224,89.29765886287625
duckdb,508,10,175,10,165,5.714285714285714,9576,7981,1595,83.343776106934
echo,294,19,20,11,9,55.00000000000001,160,150,10,93.75
editor.js,51,5,20,5,15,25.0,309,273,36,88.3495145631068
egg,219,30,30,17,13,56.666666666666664,416,402,14,96.63461538461539
egui,515,15,106,11,95,10.377358490566039,714,586,128,82.07282913165265
eladmin,59,2,16,2,14,12.5,169,144,25,85.20710059171599
elastic_elasticsearch,2152,70,600,70,530,11.666666666666666,23352,17712,5640,75.84789311408016
electron-react-boilerplate,165,10,77,10,67,12.987012987012985,694,602,92,86.74351585014409
electron_electron,1405,20,110,17,93,15.454545454545453,3707,3283,424,88.56217966010252
element-plus,735,60,89,42,47,47.19101123595505,955,888,67,92.98429319371728
eleventy,116,1,37,1,36,2.7027027027027026,948,867,81,91.45569620253164
elixir,1465,27,41,13,28,31.70731707317073,258,187,71,72.48062015503875
ember.js,992,28,155,28,127,18.064516129032256,3049,2717,332,89.11118399475238
emscripten,909,7,97,5,92,5.154639175257731,1500,1236,264,82.39999999999999
ente-io_ente,247,5,158,5,153,3.1645569620253164,8304,6409,1895,77.17967244701349
envoy,1271,94,460,92,368,20.0,3867,3118,749,80.63098008792345
eruda,25,1,5,1,4,20.0,341,337,4,98.82697947214076
esbuild,119,1,25,1,24,4.0,717,686,31,95.67642956764296
eslint,1120,39,227,37,190,16.299559471365637,2424,2125,299,87.66501650165016
etcd,1042,17,157,17,140,10.828025477707007,2145,1762,383,82.14452214452214
etcher,97,5,35,5,30,14.285714285714285,1448,1270,178,87.70718232044199
etherpad-lite,341,12,90,12,78,13.333333333333334,1974,1650,324,83.58662613981764
everyone-can-use-english,71,2,11,2,9,18.181818181818183,405,349,56,86.17283950617283
excalidraw,327,22,104,22,82,21.153846153846153,819,700,119,85.47008547008546
excelize,262,27,13,4,9,30.76923076923077,61,52,9,85.24590163934425
explosion_spaCy,726,4,183,4,179,2.185792349726776,2293,1750,543,76.31923244657654
express,353,3,64,3,61,4.6875,1469,1251,218,85.15997277059225
faas,178,8,53,8,45,15.09433962264151,616,522,94,84.74025974025975
fabric.js,324,4,40,4,36,10.0,848,771,77,90.91981132075472
fabric,209,6,27,6,21,22.22222222222222,261,206,55,78.9272030651341
facebook_hhvm,2410,126,452,105,347,23.23008849557522,3780,2786,994,73.70370370370371
facefusion,3,1,2,1,1,50.0,44,43,1,97.72727272727273
faceswap,90,2,11,1,10,9.090909090909092,110,75,35,68.18181818181817
fairseq,381,68,36,18,18,50.0,96,74,22,77.08333333333334
faiss,226,28,29,15,14,51.724137931034484,227,211,16,92.95154185022027
faker,603,77,43,21,22,48.837209302325576,711,687,24,96.62447257383965
fastai,254,19,44,12,32,27.27272727272727,638,594,44,93.10344827586206
fastapi,801,161,212,73,139,34.43396226415094,959,813,146,84.77580813347237
fasthttp,228,12,14,4,10,28.57142857142857,75,62,13,82.66666666666667
fastify,806,96,99,52,47,52.52525252525253,1270,1219,51,95.98425196850394
fastlane_fastlane,1479,37,148,29,119,19.594594594594593,1015,855,160,84.23645320197043
fd,199,17,52,9,43,17.307692307692307,437,372,65,85.1258581235698
fiber,399,9,21,7,14,33.33333333333333,350,329,21,94.0
filament,202,5,25,5,20,20.0,581,501,80,86.23063683304647
filebrowser,204,3,85,3,82,3.5294117647058822,535,389,146,72.71028037383176
fingerprintjs,101,8,19,8,11,42.10526315789473,218,200,18,91.74311926605505
firecracker,268,18,77,18,59,23.376623376623375,1095,888,207,81.0958904109589
firecrawl,97,3,39,3,36,7.6923076923076925,798,685,113,85.83959899749374
firefly-iii,176,1,37,1,36,2.7027027027027026,2553,2438,115,95.4954954954955
fish-shell,1046,11,36,9,27,25.0,411,366,45,89.05109489051095
fish-speech,74,3,20,3,17,15.0,270,239,31,88.51851851851852
flameshot,294,25,44,13,31,29.545454545454547,321,281,40,87.53894080996885
flash-attention,116,4,13,3,10,23.076923076923077,164,152,12,92.6829268292683
flask,818,43,52,24,28,46.15384615384615,671,636,35,94.7839046199702
flatbuffers,677,146,112,60,52,53.57142857142857,512,452,60,88.28125
flink,1561,93,478,92,386,19.246861924686193,5526,4440,1086,80.34744842562432
floating-ui,116,2,26,2,24,7.6923076923076925,462,408,54,88.31168831168831
flow,935,17,87,14,73,16.091954022988507,1522,1299,223,85.34822601839684
flutter_flutter,1928,49,293,49,244,16.723549488054605,7349,5298,2051,72.09144101238265
flux,28,17,3,3,0,100.0,8,8,0,100.0
fmt,542,1,20,1,19,5.0,306,248,58,81.04575163398692
focalboard,261,20,172,19,153,11.046511627906977,1155,741,414,64.15584415584415
folly,1516,148,41,18,23,43.90243902439025,86,59,27,68.6046511627907
framework7,167,1,28,1,27,3.571428571428571,880,845,35,96.02272727272727
framework,3901,233,195,75,120,38.46153846153847,2431,2280,151,93.78856437679967
freqtrade,347,7,91,7,84,7.6923076923076925,2570,2150,420,83.65758754863813
frida,47,1,4,1,3,25.0,140,137,3,97.85714285714285
frigate,305,4,48,4,44,8.333333333333332,804,639,165,79.47761194029852
frp,130,1,39,1,38,2.564102564102564,441,383,58,86.84807256235828
fuel-core,61,11,40,11,29,27.500000000000004,728,574,154,78.84615384615384
fuels-rs,50,7,31,7,24,22.58064516129032,509,436,73,85.6581532416503
fuels-ts,58,9,29,9,20,31.03448275862069,827,664,163,80.29020556227327
fullPage.js,169,1,19,1,18,5.263157894736842,271,245,26,90.40590405904058
fullcalendar,158,1,20,1,19,5.0,1050,1005,45,95.71428571428572
fx,33,1,6,1,5,16.666666666666664,204,198,6,97.05882352941177
fyne,213,5,51,5,46,9.803921568627452,1116,965,151,86.4695340501792
fzf,299,1,16,1,15,6.25,104,80,24,76.92307692307693
gatsbyjs_gatsby,4086,784,1665,520,1145,31.23123123123123,7595,6330,1265,83.34430546412113
generative-models,20,8,9,6,3,66.66666666666666,19,15,4,78.94736842105263
gethomepage_homepage,464,3,268,3,265,1.1194029850746268,5164,4323,841,83.7141750580945
getsentry_sentry,868,59,257,58,199,22.56809338521401,6339,4894,1445,77.20460640479571
ghostty,352,3,42,3,39,7.142857142857142,707,524,183,74.1159830268741
gin-vue-admin,234,6,56,6,50,10.714285714285714,777,628,149,80.82368082368082
gin,478,125,35,21,14,60.0,177,163,14,92.09039548022598
git-extras,277,44,9,7,2,77.77777777777779,36,32,4,88.88888888888889
gitbook,27,6,19,6,13,31.57894736842105,375,323,52,86.13333333333333
github-readme-stats,274,54,24,12,12,50.0,176,164,12,93.18181818181817
github1s,47,4,12,4,8,33.33333333333333,166,155,11,93.37349397590361
gitleaks,219,25,125,20,105,16.0,469,345,124,73.56076759061834
gitui,132,3,32,3,29,9.375,539,455,84,84.4155844155844
gkd,7,2,4,2,2,50.0,224,222,2,99.10714285714286
glance,71,1,8,1,7,12.5,60,53,7,88.33333333333333
glances,197,3,53,3,50,5.660377358490567,1483,1190,293,80.24275118004046
gleam,282,16,77,14,63,18.181818181818183,1029,842,187,81.82701652089406
glide,177,2,27,2,25,7.4074074074074066,530,450,80,84.90566037735849
glow,48,4,12,4,8,33.33333333333333,103,84,19,81.55339805825243
go-gitea_gitea,1551,50,501,50,451,9.980039920159681,5908,5025,883,85.05416384563304
go-kratos_kratos,294,51,42,25,17,59.523809523809526,161,139,22,86.33540372670807
go-micro,191,3,14,2,12,14.285714285714285,106,78,28,73.58490566037736
go-redis,374,11,30,9,21,30.0,269,240,29,89.21933085501858
go-zero,302,12,17,6,11,35.294117647058826,146,134,12,91.78082191780823
go,2514,66,71,37,34,52.112676056338024,304,200,104,65.78947368421053
goaccess,178,1,37,1,36,2.7027027027027026,380,309,71,81.3157894736842
godot,3070,50,1224,50,1174,4.084967320261438,15809,12779,3030,80.83370232146245
gogs,541,10,155,10,145,6.451612903225806,1530,1268,262,82.87581699346406
google-research_google-research,833,249,189,91,98,48.148148148148145,282,175,107,62.056737588652474
google_fonts,125,9,28,9,19,32.142857142857146,1964,1783,181,90.78411405295316
googletest,464,29,47,19,28,40.42553191489361,320,272,48,85.0
gopeed,48,1,18,1,17,5.555555555555555,332,300,32,90.36144578313254
goreplay,133,6,23,4,19,17.391304347826086,150,127,23,84.66666666666667
gorhill_uBlock,122,1,50,1,49,2.0,4227,4063,164,96.12017979654601
gorm,446,26,25,9,16,36.0,95,75,20,78.94736842105263
gpt-researcher,185,8,43,8,35,18.6046511627907,367,298,69,81.19891008174388
gpt4all,124,7,31,7,24,22.58064516129032,445,341,104,76.62921348314606
gpt4free,254,3,38,3,35,7.894736842105263,252,195,57,77.38095238095238
gpt_academic,115,2,14,2,12,14.285714285714285,207,185,22,89.3719806763285
graal,362,40,147,40,107,27.2108843537415,4645,3295,1350,70.93649085037676
gradio,414,6,78,6,72,7.6923076923076925,1578,1319,259,83.58681875792142
gradle,863,26,311,26,285,8.360128617363344,16480,12151,4329,73.73179611650485
grafana_loki,1183,66,449,63,386,14.03118040089087,2165,1639,526,75.70438799076213
grapesjs,209,1,34,1,33,2.941176470588235,780,704,76,90.25641025641026
graphql-js,211,5,47,5,42,10.638297872340425,956,833,123,87.13389121338912
graphql,442,9,100,9,91,9.0,2883,2600,283,90.18383628165105
graphrag,48,7,25,7,18,28.000000000000004,312,270,42,86.53846153846155
gravitational_teleport,316,37,174,37,137,21.26436781609195,3730,2886,844,77.37265415549598
grpc-gateway,422,126,138,59,79,42.7536231884058,477,397,80,83.22851153039832
grpc-go,492,21,46,17,29,36.95652173913043,228,183,45,80.26315789473685
grpc_grpc,1002,28,257,28,229,10.894941634241246,13188,10994,2194,83.36366393691235
gson,168,6,38,6,32,15.789473684210526,613,558,55,91.02773246329528
guava,458,14,75,11,64,14.666666666666666,633,483,150,76.30331753554502
guidance,79,5,14,5,9,35.714285714285715,213,157,56,73.70892018779342
gulp,251,44,30,13,17,43.333333333333336,265,244,21,92.0754716981132
gum,67,6,5,4,1,80.0,29,26,3,89.65517241379311
guzzle,404,8,49,7,42,14.285714285714285,445,388,57,87.19101123595505
ha_xiaomi_home,31,5,14,5,9,35.714285714285715,100,83,17,83.0
hackathon-starter,205,2,43,2,41,4.651162790697675,621,559,62,90.01610305958133
halo,148,3,47,3,44,6.382978723404255,1487,1228,259,82.58238063214526
handsontable_handsontable,140,6,43,6,37,13.953488372093023,1903,1630,273,85.65423016290067
harbor,373,16,166,16,150,9.63855421686747,3614,2970,644,82.18040951853901
harness,61,16,37,15,22,40.54054054054054,698,575,123,82.378223495702
hashcat,177,3,17,3,14,17.647058823529413,146,102,44,69.86301369863014
hasura_graphql-engine,407,44,130,44,86,33.84615384615385,2443,2081,362,85.18215309046255
haystack,292,19,149,19,130,12.751677852348994,1901,1534,367,80.69437138348238
headlessui,71,2,16,2,14,12.5,212,193,19,91.0377358490566
headscale,208,4,66,4,62,6.0606060606060606,794,632,162,79.59697732997482
helix,1117,205,650,177,473,27.23076923076923,1959,1382,577,70.54619703930577
hello-algo,211,23,25,13,12,52.0,259,234,25,90.34749034749035
helm,825,63,158,46,112,29.11392405063291,1302,1132,170,86.9431643625192
heroicons,33,5,13,5,8,38.46153846153847,117,107,10,91.45299145299145
heroui-inc_heroui,254,4,42,4,38,9.523809523809524,1285,1196,89,93.07392996108949
hexo,197,6,41,6,35,14.634146341463413,873,692,181,79.26689576174113
hey,8,1,3,1,2,33.33333333333333,327,325,2,99.38837920489296
hiddify-app,75,3,52,3,49,5.769230769230769,1139,844,295,74.10008779631255
highlight.js,796,38,45,17,28,37.77777777777778,320,290,30,90.625
homebrew-cask,9681,38,90,24,66,26.666666666666668,1403,1182,221,84.248039914469
homebridge,125,15,62,15,47,24.193548387096776,706,627,79,88.81019830028329
honojs_hono,256,7,47,7,40,14.893617021276595,838,779,59,92.95942720763723
hoppscotch,275,8,135,8,127,5.9259259259259265,1990,1655,335,83.16582914572864
hosts,160,1,22,1,21,4.545454545454546,2119,2012,107,94.95044832468146
html5-boilerplate,297,18,79,15,64,18.9873417721519,791,697,94,88.11630847029078
htmx,432,16,26,13,13,50.0,311,294,17,94.53376205787781
huginn,254,10,52,10,42,19.230769230769234,408,350,58,85.7843137254902
hugo,862,8,89,7,82,7.865168539325842,1358,1249,109,91.97349042709867
hutool,417,4,34,3,31,8.823529411764707,599,545,54,90.98497495826378
iTerm2-Color-Schemes,272,107,135,57,78,42.22222222222222,203,125,78,61.57635467980296
ice,85,6,34,6,28,17.647058823529413,1686,1418,268,84.10438908659549
iced,291,1,79,1,78,1.2658227848101267,1223,1006,217,82.25674570727719
ignite,236,12,63,12,51,19.047619047619047,968,879,89,90.80578512396694
iina,140,4,34,4,30,11.76470588235294,237,179,58,75.52742616033755
imgui,486,1,17,1,16,5.88235294117647,134,88,46,65.67164179104478
immich-app_immich,721,26,242,26,216,10.743801652892563,2601,2245,356,86.31295655517108
immutable-js,233,4,38,4,34,10.526315789473683,449,391,58,87.08240534521158
incubator-seata,360,63,138,54,84,39.130434782608695,778,677,101,87.01799485861183
influxdb,592,34,202,34,168,16.831683168316832,6611,4992,1619,75.51051278172743
ingress-nginx,1119,77,378,60,318,15.873015873015872,2152,1763,389,81.92379182156134
ink,127,15,25,6,19,24.0,204,185,19,90.68627450980392
insightface,65,2,7,1,6,14.285714285714285,32,19,13,59.375
intro.js,113,4,20,4,16,20.0,445,412,33,92.58426966292134
invoke-ai_InvokeAI,355,9,158,9,149,5.69620253164557,3835,2779,1056,72.46414602346806
ionic-team_ionic-framework,511,10,57,10,47,17.543859649122805,2992,2633,359,88.00133689839572
ionicons,58,7,33,7,26,21.21212121212121,440,365,75,82.95454545454545
ip2region,47,5,14,5,9,35.714285714285715,106,91,15,85.84905660377359
ish,55,1,8,1,7,12.5,135,118,17,87.4074074074074
jadx,140,3,53,3,50,5.660377358490567,407,280,127,68.7960687960688
jan,88,10,54,10,44,18.51851851851852,1693,1295,398,76.49143532191376
jax,845,15,74,13,61,17.56756756756757,1231,991,240,80.50365556458165
jeecgboot_JeecgBoot,29,1,8,1,7,12.5,680,592,88,87.05882352941177
jekyll,1182,25,120,24,96,20.0,834,711,123,85.25179856115108
jellyfin,1455,17,1004,17,987,1.693227091633466,4194,2059,2135,49.09394372913686
jenkinsci_jenkins,1029,25,427,25,402,5.85480093676815,11014,9002,2012,81.73234065734519
jest,1636,321,392,185,207,47.19387755102041,2343,2126,217,90.73836961160904
jgthms_bulma,426,64,40,14,26,35.0,501,474,27,94.61077844311377
jhipster_generator-jhipster,844,13,373,13,360,3.485254691689008,30370,27660,2710,91.07672044781035
jitsi_jitsi-meet,655,18,376,18,358,4.787234042553192,3516,2512,1004,71.4448236632537
joi,258,10,23,6,17,26.08695652173913,542,515,27,95.01845018450184
jotai,235,14,39,12,27,30.76923076923077,769,731,38,95.05851755526658
jq,226,11,124,10,114,8.064516129032258,583,432,151,74.09948542024014
jquery_jquery,345,11,49,11,38,22.448979591836736,465,375,90,80.64516129032258
js-cookie,56,2,18,2,16,11.11111111111111,270,249,21,92.22222222222223
jsdom,348,15,95,14,81,14.736842105263156,1003,869,134,86.64007976071785
json-server,89,1,15,1,14,6.666666666666667,346,326,20,94.21965317919076
jsoncrack.com,37,1,12,1,11,8.333333333333332,367,355,12,96.73024523160763
julia,1629,45,127,42,85,33.07086614173229,1360,1128,232,82.94117647058825
jumpserver,147,6,49,6,43,12.244897959183673,1901,1490,411,78.37980010520779
juspay_hyperswitch,234,37,124,37,87,29.838709677419356,2053,1684,369,82.02630297126157
just,199,3,37,3,34,8.108108108108109,374,336,38,89.83957219251337
k3s,278,12,90,12,78,13.333333333333334,870,671,199,77.1264367816092
k6,225,9,68,9,59,13.23529411764706,964,742,222,76.97095435684648
k9s,337,41,120,25,95,20.833333333333336,403,303,100,75.18610421836229
kafka,1346,120,271,108,163,39.85239852398524,1837,1580,257,86.00979858464889
keepassxc,448,17,48,11,37,22.916666666666664,362,311,51,85.91160220994475
keras,1357,118,104,45,59,43.269230769230774,454,371,83,81.71806167400881
kestra,174,8,66,8,58,12.121212121212121,2115,1684,431,79.62174940898346
keycloak_keycloak,1506,29,563,29,534,5.150976909413854,12445,10687,1758,85.87384491763761
khoj,60,2,14,2,12,14.285714285714285,974,957,17,98.25462012320328
kickstart.nvim,162,92,5,3,2,60.0,8,6,2,75.0
kit,583,23,95,23,72,24.210526315789473,1328,1235,93,92.99698795180723
kitty,370,1,20,1,19,5.0,523,493,30,94.26386233269598
kivy,585,13,71,11,60,15.492957746478872,692,570,122,82.36994219653178
koa,241,29,39,17,22,43.58974358974359,315,291,24,92.38095238095238
kong,422,20,108,20,88,18.51851851851852,1795,1193,602,66.46239554317549
koodo-reader,31,1,25,1,24,4.0,946,901,45,95.2431289640592
koreader,316,11,24,9,15,37.5,208,186,22,89.42307692307693
kotaemon,37,3,20,3,17,15.0,147,120,27,81.63265306122449
kotlin,891,58,297,58,239,19.52861952861953,9278,7193,2085,77.52748437163181
kubernetes_kubernetes,4326,193,1279,191,1088,14.93354182955434,16347,13284,3063,81.26261699394385
kubernetes_minikube,947,11,272,11,261,4.044117647058823,5148,4186,962,81.31313131313132
kuboard-press,16,1,4,1,3,25.0,152,145,7,95.39473684210526
ladybird,1292,37,231,35,196,15.151515151515152,1967,1468,499,74.6314184036604
langchain,3228,755,381,206,175,54.06824146981627,2813,2630,183,93.49448986846782
langflow-ai_langflow,310,6,140,6,134,4.285714285714286,3608,2628,980,72.83813747228382
langgenius_dify,959,113,350,94,256,26.857142857142858,1796,1442,354,80.28953229398664
laravel-debugbar,233,21,26,8,18,30.76923076923077,171,152,19,88.88888888888889
laravel,784,14,132,12,120,9.090909090909092,792,623,169,78.66161616161617
laurent22_joplin,703,3,83,3,80,3.614457831325301,3343,3056,287,91.41489679928209
layui,66,2,12,2,10,16.666666666666664,422,379,43,89.81042654028435
lazygit,347,6,64,5,59,7.8125,774,664,110,85.78811369509044
lede,563,19,46,8,38,17.391304347826086,274,219,55,79.92700729927007
leetcode,190,7,11,4,7,36.36363636363637,359,341,18,94.98607242339833
leptos,347,6,105,6,99,5.714285714285714,1406,1210,196,86.0597439544808
lerna,354,8,110,8,102,7.2727272727272725,1319,1159,160,87.86959818043972
lexical,489,30,72,29,43,40.27777777777778,784,731,53,93.23979591836735
libgdx,656,17,124,17,107,13.709677419354838,2201,1872,329,85.05224897773739
libuv,604,31,19,10,9,52.63157894736842,92,78,14,84.78260869565217
linera-protocol,94,5,26,5,21,19.230769230769234,1319,1032,287,78.24109173616375
linux-command,187,10,8,1,7,12.5,201,193,8,96.01990049751244
linux-insides,332,44,2,1,1,50.0,5,2,3,40.0
lit_lit,199,13,62,13,49,20.967741935483872,1144,999,145,87.32517482517483
live,6,2,3,1,2,33.33333333333333,6,2,4,33.33333333333333
livewire,534,27,108,25,83,23.14814814814815,1184,1063,121,89.7804054054054
llama.cpp,1133,224,125,72,53,57.599999999999994,428,366,62,85.51401869158879
llamafile,62,2,4,2,2,50.0,10,3,7,30.0
llm.c,68,4,11,4,7,36.36363636363637,52,31,21,59.61538461538461
llvm_llvm-project,5525,334,946,278,668,29.38689217758985,7364,5349,2015,72.63715372080391
lo,144,35,6,3,3,50.0,37,34,3,91.8918918918919
lobehub_lobe-chat,277,6,99,6,93,6.0606060606060606,2008,1810,198,90.13944223107569
localsend,205,14,152,14,138,9.210526315789473,1057,803,254,75.96972563859981
localstack,596,22,169,22,147,13.017751479289942,2474,2092,382,84.55941794664511
locust,354,14,68,12,56,17.647058823529413,775,677,98,87.35483870967742
logseq,294,6,52,6,46,11.538461538461538,1884,1533,351,81.36942675159236
luigi,575,66,73,34,39,46.57534246575342,382,332,50,86.91099476439791
lutzroeder_netron,1,1,1,1,0,100.0,4788,4788,0,100.0
lux,112,3,15,2,13,13.333333333333334,90,72,18,80.0
lvgl,585,13,41,10,31,24.390243902439025,516,448,68,86.82170542635659
lx-music-desktop,15,1,8,1,7,12.5,1045,1011,34,96.7464114832536
magic-wormhole,77,2,16,2,14,12.5,207,173,34,83.57487922705315
mall,1,1,1,1,0,100.0,162,162,0,100.0
manim,184,2,26,2,24,7.6923076923076925,248,156,92,62.903225806451616
mantine,663,1,40,1,39,2.5,1640,1569,71,95.67073170731707
marked,193,7,43,6,37,13.953488372093023,505,440,65,87.12871287128714
marker,23,2,7,2,5,28.57142857142857,402,387,15,96.26865671641791
markitdown,64,14,18,8,10,44.44444444444444,75,64,11,85.33333333333334
matomo-org_matomo,387,5,134,5,129,3.731343283582089,5319,4171,1148,78.41699567587892
matplotlib,1697,26,134,24,110,17.91044776119403,2900,2463,437,84.93103448275862
maui,620,25,141,25,116,17.73049645390071,3182,2788,394,87.61785040854808
maybe,120,7,44,7,37,15.909090909090908,287,240,47,83.62369337979094
mdBook,333,32,76,25,51,32.89473684210527,717,657,60,91.63179916317992
mdb-ui-kit,110,3,30,3,27,10.0,334,248,86,74.25149700598801
mdx,190,6,48,6,42,12.5,1030,929,101,90.19417475728156
mediapipe,101,5,21,5,16,23.809523809523807,323,148,175,45.82043343653251
meilisearch,224,6,99,6,93,6.0606060606060606,2158,1828,330,84.70806302131604
mem0,200,12,69,11,58,15.942028985507244,745,670,75,89.93288590604027
memos,292,5,129,5,124,3.875968992248062,997,759,238,76.12838515546639
mermaid,685,26,179,26,153,14.52513966480447,3490,3053,437,87.4785100286533
metabase_metabase,447,30,148,30,118,20.27027027027027,4852,3843,1009,79.20445177246496
meteor_meteor,878,21,149,21,128,14.093959731543624,8551,7020,1531,82.09566132616068
miaosha,13,1,5,1,4,20.0,82,67,15,81.70731707317073
micro,342,7,150,6,144,4.0,486,259,227,53.29218106995884
micropython,669,10,78,9,69,11.538461538461538,546,369,177,67.58241758241759
microsoft_TypeScript,829,17,280,16,264,5.714285714285714,6330,5207,1123,82.25908372827804
microsoft_semantic-kernel,382,24,128,24,104,18.75,1262,1066,196,84.46909667194929
mifi_lossless-cut,151,4,121,4,117,3.3057851239669422,1348,803,545,59.56973293768546
milvus,292,36,116,36,80,31.03448275862069,2882,2307,575,80.04857737682165
mimikatz,10,1,1,1,0,100.0,14,14,0,100.0
mindsdb,834,17,189,17,172,8.994708994708994,3857,3232,625,83.79569613689397
minimind,5,2,2,2,0,100.0,8,8,0,100.0
minio,504,10,146,10,136,6.8493150684931505,1634,1318,316,80.6609547123623
mitmproxy,551,6,62,6,56,9.67741935483871,1084,969,115,89.39114391143912
mjml,179,5,42,5,37,11.904761904761903,767,689,78,89.83050847457628
mkdocs-material,314,1,86,1,85,1.1627906976744187,2329,2154,175,92.48604551309575
ml-agents,157,12,38,12,26,31.57894736842105,750,586,164,78.13333333333333
mlc-llm,146,18,18,9,9,50.0,98,80,18,81.63265306122449
mlflow_mlflow,876,37,193,36,157,18.65284974093264,2165,1933,232,89.28406466512702
mlx,160,11,16,8,8,50.0,86,75,11,87.20930232558139
mobx,355,15,55,14,41,25.454545454545453,738,669,69,90.65040650406505
moby_moby,2517,46,394,45,349,11.421319796954315,6598,5503,1095,83.40406183692028
mocha,567,35,109,26,83,23.853211009174313,830,733,97,88.3132530120482
modular,287,43,70,28,42,40.0,408,268,140,65.68627450980392
monaco-editor,315,16,86,11,75,12.790697674418606,1456,1326,130,91.07142857142857
mongodb_mongo,958,149,542,143,399,26.383763837638373,11026,7290,3736,66.11645202249228
mongoose,937,5,105,5,100,4.761904761904762,4101,3614,487,88.1248475981468
monica,36,2,13,2,11,15.384615384615385,295,281,14,95.25423728813558
monolog,532,97,60,28,32,46.666666666666664,306,268,38,87.58169934640523
motion,124,1,35,1,34,2.857142857142857,2180,1889,291,86.65137614678899
mpv,719,38,126,36,90,28.57142857142857,4050,3250,800,80.24691358024691
mrdoob_three.js,2188,30,241,29,212,12.033195020746888,2676,2128,548,79.52167414050822
mui_material-ui,3214,177,505,120,385,23.762376237623762,5424,4947,477,91.20575221238938
mybatis-3,276,5,159,5,154,3.1446540880503147,2828,2392,436,84.58274398868458
mypy,762,20,74,16,58,21.62162162162162,439,333,106,75.85421412300684
n8n-io_n8n,492,19,174,19,155,10.919540229885058,6165,5392,773,87.46147607461477
n,95,7,15,6,9,40.0,205,194,11,94.6341463414634
nacos,452,48,145,47,98,32.41379310344827,1316,1126,190,85.56231003039514
nanoid,144,1,33,1,32,3.0303030303030303,639,580,59,90.76682316118936
ncnn,338,11,29,6,23,20.689655172413794,336,310,26,92.26190476190477
neon,149,22,93,22,71,23.655913978494624,2183,1537,646,70.40769583142465
neovim,1237,30,84,25,59,29.761904761904763,1134,1012,122,89.2416225749559
netbox,393,3,82,3,79,3.6585365853658534,2176,1905,271,87.54595588235294
netdata_netdata,650,9,216,9,207,4.166666666666666,3559,2601,958,73.08232649620679
netty,754,9,150,9,141,6.0,2785,2469,316,88.65350089766608
next-auth,872,140,129,48,81,37.2093023255814,1378,1294,84,93.90420899854863
nginx-proxy,153,8,56,8,48,14.285714285714285,575,477,98,82.95652173913044
nginx,103,5,11,5,6,45.45454545454545,573,565,8,98.60383944153578
nlohmann_json,336,5,43,4,39,9.30232558139535,966,886,80,91.7184265010352
nnn,210,3,12,2,10,16.666666666666664,137,118,19,86.13138686131386
nocodb_nocodb,334,7,101,7,94,6.9306930693069315,12565,11122,1443,88.51571826502187
node-red,242,4,99,4,95,4.040404040404041,2348,1866,482,79.47189097103919
node,15,5,5,4,1,80.0,30,29,1,96.66666666666667
nodejs_node,4071,141,206,95,111,46.116504854368934,2627,2383,244,90.71183859916255
notepad-plus-plus,424,25,271,25,246,9.22509225092251,2512,1767,745,70.34235668789809
novuhq_novu,458,12,223,12,211,5.381165919282512,6793,5573,1220,82.04033563962902
nowinandroid,147,14,81,14,67,17.28395061728395,1117,945,172,84.6016114592659
nrwl_nx,1089,17,364,17,347,4.670329670329671,6119,5064,1055,82.75862068965517
ntfy,319,7,174,5,169,2.8735632183908044,1005,660,345,65.67164179104478
nuclei,212,8,58,8,50,13.793103448275861,870,706,164,81.14942528735632
numpy,1926,46,180,40,140,22.22222222222222,2455,2060,395,83.91038696537679
nushell,741,43,223,42,181,18.83408071748879,2283,1918,365,84.01226456416995
nuxt,844,39,73,30,43,41.0958904109589,1118,1068,50,95.52772808586762
nvm,402,40,37,14,23,37.83783783783784,334,308,26,92.21556886227546
nw.js,130,2,24,2,22,8.333333333333332,580,338,242,58.27586206896552
obsproject_obs-studio,704,19,299,19,280,6.354515050167224,2440,1848,592,75.73770491803279
oh-my-posh,441,13,224,12,212,5.357142857142857,1029,721,308,70.06802721088435
ohmyzsh,2573,1072,19,16,3,84.21052631578947,81,78,3,96.29629629629629
okhttp,312,4,46,4,42,8.695652173913043,772,692,80,89.63730569948186
ollama_ollama,555,10,27,9,18,33.33333333333333,387,349,38,90.18087855297158
onlook,86,4,21,4,17,19.047619047619047,390,342,48,87.6923076923077
onnx,334,51,55,30,25,54.54545454545454,485,455,30,93.81443298969072
open-interpreter,133,3,35,3,32,8.571428571428571,669,566,103,84.60388639760838
open-r1,41,12,12,7,5,58.333333333333336,40,34,6,85.0
open-webui_open-webui,677,12,325,12,313,3.6923076923076925,3414,2264,1150,66.31517281780901
openai-python,134,21,16,8,8,50.0,162,154,8,95.06172839506173
opencv,1982,57,125,35,90,28.000000000000004,932,741,191,79.50643776824035
openjdk_jdk,1354,170,413,155,258,37.530266343825666,8897,8045,852,90.42373833876589
openpilot,683,16,83,14,69,16.867469879518072,1330,1123,207,84.4360902255639
